Index,Year,Opening Weekend Gross,US & Canada Gross,Worldwide Gross,Budget,awards,oscar wins,oscar nominated,Genre,Genre,Genre,Director 1,Director 2,Director 3
2986,1936,,,,,0,0,0,Action,Drama,Romance,Noel M. Smith,,
2987,2008,,,206965,2800000,0,0,0,Drama,Romance,,Wolfgang Eissler,,
2988,1945,,,,,0,0,0,Romance,War,Drama,Frederick De Cordova,,
2989,1941,,,,,0,0,0,Crime,Drama,Mystery,A. Edward Sutherland,,
2990,1939,,,,,0,0,0,Drama,Romance,Sport,John Farrow,,
2991,1975,,,,,0,0,0,Western,Drama,,Héctor Olivera,,
2992,1937,,,,,0,0,0,Western,,,B. Reeves Eason,,
2993,1940,,,,,0,0,0,Crime,Drama,Film-Noir,George Amy,,
2994,1941,,,,,0,0,0,Crime,Drama,Film-Noir,D. Ross Lederman,,
2995,2008,,,670833,,2,0,0,Family,,,Barbara Bredero,,
2996,1932,,,,,0,0,0,Drama,Romance,,William Dieterle,,
2997,1954,,,,,0,0,0,Drama,History,Romance,Georges Combret,,
2998,1940,,,,,0,0,0,Comedy,,,Roy William Neill,,
2999,2000,,,,,0,0,0,Action,Romance,Drama,Beda Docampo Feijóo,,
3000,1939,,,,,0,0,0,Drama,Romance,,Terry O. Morse,,
3001,1938,,,,,0,0,0,Crime,Drama,,William Clemens,,
3002,1934,,,,,0,0,0,Comedy,Crime,Romance,Lloyd Bacon,,
3003,1935,,,,,0,0,0,Comedy,Romance,,Robert Florey,,
3004,2014,,,22379,,5,0,0,Drama,,,Chih-yen Yee,,
3005,1938,,,,,0,0,0,Drama,Music,,John Farrow,,
3006,2010,,,2104909,,2,0,0,Comedy,Crime,,Lucio Pellegrini,,
3007,1932,,,,,0,0,0,Drama,,,Erle C. Kenton,,
3008,1925,,,,,0,0,0,Comedy,Crime,Drama,Lewis Milestone,,
3009,1990,,776699,776699,,0,0,0,Documentary,Music,,Ellen Weissbrod,,
3010,1935,,,,202798,0,0,0,Comedy,,,Ray Enright,,
3011,2011,,,525055,,0,0,0,Documentary,Drama,Music,Yann Kung, Jung-chi Chang, Pin-Chuan Kao
3012,1925,,,,,0,0,0,Drama,,,Frank O'Connor,,
3013,1937,,,,,0,0,0,Western,,,Noel M. Smith,,
3014,1932,,,,,0,0,0,Comedy,Drama,Romance,Archie Mayo,,
3015,1937,,,,,0,0,0,Comedy,,,Frank McDonald,,
3016,1940,,,,,0,0,0,Comedy,Romance,,Noel M. Smith,,
3017,1936,,,,,0,0,0,Comedy,Romance,,William C. McGann,,
3018,1932,,,,201000,0,0,0,Comedy,,,Mervyn LeRoy,,
3019,1928,,,,,0,0,0,Adventure,Drama,War,Edward Godal,,
3020,1937,,,,,0,0,0,Action,Music,Romance,Noel M. Smith,,
3021,2007,15951902,39569000,75513170,30000000,0,0,0,Action,Horror,Thriller,David Slade,,
3022,2016,133682248,325100054,749200054,175000000,18,1,1,Action,Adventure,Fantasy,David Ayer,,
3023,2010,31236067,88768303,226497209,95000000,0,0,0,Adventure,Family,Fantasy,Chris Columbus,,
3024,1997,12837927,36400360,36400360,25000000,0,0,0,Comedy,,,Stephen Kessler,,
3025,2021,1950793,3900193,16400193,54000000,0,0,0,Mystery,Romance,Sci-Fi,Lisa Joy,,
3026,2004,13623350,51438175,70067909,19000000,6,0,0,Comedy,Family,Romance,Mark Rosman,,
3027,1999,19107643,73648142,164648142,60000000,2,0,0,Action,Adventure,Sci-Fi,Renny Harlin,,
3028,2005,15093000,37916267,105316267,88000000,4,0,0,Action,Adventure,Comedy,Terry Gilliam,,
3029,2007,5951409,15074191,40170558,80000000,0,0,0,Sci-Fi,Thriller,,Oliver Hirschbiegel,,
3030,2012,14437269,38518613,59418613,75000000,2,0,0,Comedy,Drama,Musical,Adam Shankman,,
3031,1997,4470111,22619589,22619589,29000000,0,0,0,Adventure,Comedy,Family,Peter Hewitt,,
3032,1988,11789466,78222753,171504781,20000000,5,0,0,Comedy,Drama,Romance,Roger Donaldson,,
3033,2019,20269723,74152591,231252591,30000000,0,0,0,Horror,Mystery,Thriller,Gary Dauberman,,
3034,1984,3766128,21689062,21689062,13000000,2,0,1,Action,Adventure,Crime,Taylor Hackford,,
3035,2022,,,,,0,0,0,Comedy,Drama,Romance,Gary Alazraki,,
3036,2011,13535374,45060734,86157237,36000000,0,0,0,Comedy,Romance,,Bobby Farrelly, Peter Farrelly,
3037,2011,18031396,42587643,157887643,40000000,2,0,0,Horror,Thriller,,Steven Quale,,
3038,2009,12231160,25486040,47719794,10000000,0,0,0,Horror,Mystery,Sci-Fi,Olatunde Osunsanmi,,
3039,1991,3625648,13878334,13878411,6788000,0,0,0,Comedy,Drama,Fantasy,Ate de Jong,,
3040,2012,16306974,37519139,116471580,69000000,0,0,0,Action,Fantasy,Horror,Timur Bekmambetov,,
3041,1991,4974958,33691313,33691313,25000000,0,0,0,Comedy,Drama,Family,John Hughes,,
3042,2016,5461475,14904426,29918745,40000000,0,0,0,Action,Comedy,,Greg Mottola,,
3043,1990,9252232,39404261,39404261,25000000,0,0,0,Comedy,Romance,,John Patrick Shanley,,
3044,2023,422183,4275970,54375970,,0,0,0,Animation,Adventure,Comedy,Juan Jesús García Galocha,,
3045,1990,5510056,21633874,21633874,30000000,0,0,0,Action,Crime,Drama,Clint Eastwood,,
3046,2015,2469341,5775076,34227298,65000000,4,0,0,Drama,Horror,Sci-Fi,Paul McGuigan,,
3047,1995,5564147,19474589,19474589,,0,0,0,Comedy,Family,Romance,Andy Tennant,,
3048,1992,10513925,44065653,44065653,15000000,0,0,0,Action,Crime,Thriller,Kevin Hooks,,
3049,2008,14611273,35161554,68282844,8500000,0,0,0,Animation,Action,Adventure,Dave Filoni,,
3050,2001,4855475,13342790,13678913,35000000,0,0,0,Action,Western,,Les Mayfield,,
3051,2008,10021753,20982478,69363381,30000000,0,0,0,Crime,Drama,Horror,Chris Carter,,
3052,1982,8152948,46708276,46708276,21000000,0,0,0,Action,Adventure,Thriller,Clint Eastwood,,
3053,1995,53349,163971,163971,11000000,0,0,0,Action,Comedy,,Michael Moore,,
3054,2005,4675000,10169202,22984628,50000000,2,0,0,Action,Biography,Crime,Tony Scott,,
3055,2002,12037685,39089928,41604473,25000000,0,0,0,Action,Comedy,,Malcolm D. Lee,,
3056,2019,14247758,48791187,48791187,31000000,0,0,0,Comedy,Fantasy,Musical,Todd Strauss-Schulson,,
3057,1989,3862719,10982364,10982364,,0,0,0,Comedy,Mystery,,Paul Flaherty,,
3058,2013,10177257,22537881,27437881,30000000,0,0,0,Comedy,,,Don Scardino,,
3059,2003,2511403,5123696,5141166,6000000,0,0,0,Adventure,Comedy,Sport,Casey La Scala,,
3060,1972,,,,,0,0,0,Horror,,,Alan Gibson,,
3061,2002,11034422,32130627,55003135,60000000,0,0,0,Comedy,Crime,,Harold Ramis,,
3062,2016,20242415,54058961,55658961,20000000,0,0,0,Comedy,Drama,,Malcolm D. Lee,,
3063,2007,6832318,25661055,30715465,20000000,0,0,0,Comedy,Crime,Family,Andrew Fleming,,
3064,2009,3223161,8665206,20458873,17000000,0,0,0,Comedy,Romance,,Donald Petrie,,
3065,1992,6411441,28590665,28590665,32000000,0,0,0,Drama,Thriller,,Phil Joanou,,
3066,1997,978819,2642983,2642983,24000000,0,0,0,Drama,Romance,,Mike Figgis,,
3067,1988,160742,21042667,21042667,15000000,0,0,0,Comedy,Drama,Romance,David Seltzer,,
3068,2005,12855321,43894863,58231520,30000000,0,0,0,Comedy,Romance,,Gary David Goldberg,,
3069,1988,4050779,13664060,13664060,10000000,0,0,0,Comedy,Fantasy,,Brian Gilbert,,
3070,2007,6957216,17213467,32593385,30000000,0,0,0,Crime,Drama,Mystery,Jon Avnet,,
3071,1992,7318157,35208854,35208854,25000000,0,0,0,Comedy,Romance,Thriller,Andrew Bergman,,
3072,1991,,,,,0,0,0,Animation,Comedy,Family,James L. George, Bob Seeley,
3073,2017,,,6448,3500000,0,0,0,Animation,Action,Adventure,Sam Liu,,
3074,1987,7531273,39321715,39337581,16000000,0,0,0,Comedy,Romance,,Blake Edwards,,
3075,2003,4600000,9692135,19322135,40000000,0,0,0,Comedy,,,Danny DeVito,,
3076,1986,19078,31430,,,0,0,0,Comedy,Drama,Romance,Linda Feferman,,
3077,1984,2270136,6650206,6650206,15000000,0,0,1,Drama,Romance,War,Jonathan Demme,,
3078,1996,2515,14481231,25372294,,0,0,0,Biography,Drama,Romance,Richard Attenborough,,
3079,1974,,,,12000000,0,0,0,Comedy,Musical,,Gene Saks,,
3080,1999,10178289,33864342,54264342,75000000,0,0,0,Comedy,Crime,Romance,Kelly Makin, Carl Gottlieb,
3081,1986,1390718,6408791,6408791,,0,0,0,Drama,,,Allan Burns,,
3082,2000,2321729,5108820,12591270,24000000,0,0,0,Drama,Mystery,Thriller,Davis Guggenheim,,
3083,2019,2511530,4950029,6750029,9000000,0,0,0,Drama,Music,Romance,Ry Russo-Young,,
3084,2007,2710445,5758950,8461686,55000000,0,0,0,Drama,Romance,Sport,Curtis Hanson,,
3085,1981,546724,1118634,1118634,800000,0,0,0,Horror,Thriller,,Ken Wiederhorn,,
3086,1991,4051590,15565363,15565363,48000000,0,0,0,Crime,Drama,Thriller,Robert Benton,,
3087,1985,2670522,9023199,9023199,13000000,0,0,0,Action,Adventure,Crime,Arthur Penn,,
3088,1988,866398,1733070,1733070,15000000,0,0,0,Drama,Thriller,,Richard Benjamin,,
3089,2019,,,,,0,0,0,Animation,Action,Fantasy,Justin Copeland, Sam Liu,
3090,1973,,2977024,,,0,0,0,Action,Crime,Thriller,Jack Starrett,,
3091,2018,,,6186447,,0,0,0,Action,Drama,Sci-Fi,Jee-woon Kim,,
3092,2006,,,5141916,,0,0,0,Adventure,Drama,Family,Richard Claus,,
3093,1994,1531244,3180674,3180674,30000000,0,0,0,Drama,Mystery,Thriller,Bruce Beresford,,
3094,1989,2838177,6985999,6985999,4000000,0,0,0,Crime,Thriller,,William Lustig,,
3095,1992,4514027,13351357,13351357,43000000,0,0,1,Comedy,Drama,,Billy Crystal,,
3096,1972,,,,,0,0,0,Crime,Drama,Romance,William A. Graham,,
3097,1989,36505,3531971,3531971,18000000,0,0,0,Drama,Romance,War,Norman Jewison,,
3098,1993,1177311,3125424,3125424,13000000,0,0,0,Comedy,Romance,,Anthony Minghella,,
3099,1963,,,,1565000,0,0,0,Comedy,Drama,,Norman Taurog,,
3100,2006,,,4043612,5000000,0,0,0,Biography,Comedy,Sci-Fi,Jonny Campbell,,
3101,2022,,,739307,,0,0,0,Comedy,,,Dani de la Orden,,
3102,1960,,12000000,,,0,0,0,Comedy,Sport,,Joshua Logan,,
3103,1964,,2616000,,,0,0,0,Comedy,Drama,War,Joshua Logan,,
3104,1954,,1450000,,,0,0,0,Crime,Horror,Mystery,Roy Del Ruth,,
3105,1987,,200723,200723,,0,0,0,Action,Comedy,Crime,Peter Richardson,,
3106,2013,7263,24956,24956,5500000,0,0,0,Comedy,Drama,,Hitoshi Matsumoto,,
3107,1989,2636118,8153677,8153677,5000000,0,0,0,Adventure,Drama,Family,Jeff Blyth,,
3108,1963,,,,,0,0,0,Comedy,Crime,,Peter Graham Scott,,
3109,2012,,,,,0,0,0,Comedy,,,Jordan Roberts,,
3110,2020,,,,,0,0,0,Drama,Romance,,Carlos Sedes,,
3111,1982,,1515578,1515578,,0,0,0,Crime,Drama,Mystery,Richard T. Heffron,,
3112,2016,,,10639039,,0,0,0,Comedy,Drama,Romance,Ryûichi Hiroki,,
3113,1965,,,,,4,0,0,Action,Adventure,Crime,Antonio Isasi-Isasmendi,,
3114,2008,,,12627016,16200000,0,0,0,Drama,,,Heinrich Breloer,,
3115,1966,,,,,0,0,0,Comedy,Crime,,Jack Smight,,
3116,2010,,,,,0,0,0,Animation,Action,Adventure,Chetan Desai,,
3117,1967,,,,,0,0,0,Drama,Thriller,,Sidney J. Furie,,
3118,1959,,,,,0,0,0,Drama,Romance,,Irving Rapper, Gordon Douglas,
3119,1987,,,,,0,0,0,Documentary,,,James Forsher,,
3120,1993,,,1458013,,0,0,0,Action,,,Bun Yuen,,
3121,1968,,,,,7,0,0,Crime,Drama,,Antonio Isasi-Isasmendi,,
3122,1941,,,,,0,0,0,Crime,Drama,Mystery,Noel M. Smith,,
3123,1976,,,,1200000,0,0,0,Crime,Drama,,Burt Kennedy,,
3124,1990,12283,81777,81777,,0,0,0,Crime,Drama,Romance,Leonard Schrader,,
3125,1936,,,,,0,0,0,Comedy,Crime,Mystery,William Dieterle,,
3126,1989,,,,,0,0,0,Action,Crime,Thriller,Billy Hin-Shing Tang,,
3127,1940,,,,1103000,0,0,0,Comedy,Drama,,George Cukor,,
3128,1972,,,,,0,0,0,Action,Crime,Drama,Michele Lupo,,
3129,2010,,,13099140,,6,0,0,Drama,Romance,,Gabriele Muccino,,
3130,1964,,,,,0,0,0,Comedy,War,Western,George Marshall,,
3131,1999,2765,58946,58946,,3,0,0,Drama,Family,Thriller,Sandy Tung,,
3132,1961,,,,,0,0,0,Drama,Romance,,Gordon Douglas,,
3133,1952,,,,,0,0,0,Comedy,Musical,Romance,David Butler,,
3134,2001,,,14846994,,0,0,0,Animation,Family,Adventure,Piet De Rycker, Thilo Rothkirch,
3135,2002,,,17006200,,0,0,0,Action,Adventure,Comedy,Alain Berbérian, Frédéric Forestier,
3136,1995,,,,,0,0,0,Comedy,Horror,,Holly Dale,,
3137,1948,,,,,0,0,0,Crime,Mystery,,William Beaudine,,
3138,1957,,,,1400000,0,0,0,Drama,Romance,War,Gordon Douglas,,
3139,1953,,,,1201000,0,0,0,Drama,Romance,War,Richard Brooks,,
3140,1947,,,,1900000,0,0,0,Drama,Romance,,Peter Godfrey,,
3141,1967,,,,,0,0,0,Mystery,Thriller,,Franklin J. Schaffner,,
3142,2012,,,7304731,,0,0,0,Comedy,,,Marc Rothemund,,
3143,1931,,,,,0,0,0,Comedy,Romance,,William A. Seiter,,
3144,1938,,,,,0,0,0,Comedy,Crime,Horror,Bobby Connolly, Crane Wilbur,
3145,1963,,,,,0,0,0,Comedy,Romance,,Mervyn LeRoy,,
3146,1933,,,,111000,0,0,0,Drama,Romance,,George Amy, Busby Berkeley,
3147,2007,,,8146041,,0,0,0,Comedy,Crime,,Gérard Krawczyk,,
3148,1939,,,,,0,0,0,Crime,Drama,Mystery,Lloyd Bacon,,
3149,2011,,,1347963,,0,0,0,Animation,Action,Drama,Antoine Charreyron,,
3150,1946,,,,,0,0,1,Musical,Comedy,Romance,David Butler,,
3151,1945,,,,,0,0,0,Drama,Thriller,War,Edward A. Blatt,,
3152,1935,,,,,0,0,0,Comedy,Musical,Romance,Lloyd Bacon,,
3153,1991,258105,382510,382510,,0,0,0,Comedy,,,Michael Jenkins,,
3154,1962,,,,,0,0,0,Adventure,,,George Montgomery,,
3155,1949,,,,,0,0,0,Comedy,Romance,,Michael Curtiz,,
3156,1970,,,,220000,0,0,0,Drama,,,Jean-Luc Godard, Jean-Pierre Gorin, Gérard Martin
3157,1941,,,,,0,0,0,Drama,Romance,,Ray Enright,,
3158,1957,,,,,0,0,0,Western,,,Allen H. Miner,,
3159,1965,,,,,0,0,0,Drama,Western,,Giovanni Grimaldi,,
3160,1943,,,,1148000,0,0,1,Adventure,Musical,War,Robert Florey,,
3161,1936,,,,,0,0,0,Comedy,Musical,Romance,Alfred E. Green,,
3162,1947,,,,,0,0,0,Drama,,,James V. Kern, Raoul Walsh,
3163,1951,,,,,0,0,0,Musical,,,David Butler,,
3164,1969,,,,,0,0,0,Comedy,Crime,,Jim O'Connolly,,
3165,1930,,,,,0,0,0,Comedy,,,Michael Curtiz,,
3166,1963,,,,,0,0,0,Comedy,Sport,,Philip Leacock,,
3167,1935,,,,350000,0,0,0,Action,Drama,Comedy,Lloyd Bacon,,
3168,1930,,,,,0,0,0,Comedy,Drama,Music,Mervyn LeRoy,,
3169,2013,,,1371484,,2,0,0,Animation,Family,Music,Hans Perk,,
3170,1963,,,,,0,0,0,Biography,Drama,,Dore Schary,,
3171,1931,,,,,0,0,0,Crime,Drama,,John Francis Dillon,,
3172,1923,,,,,0,0,0,Drama,,,Jack Conway,,
3173,1944,,,,,0,0,1,Comedy,Romance,War,Michael Curtiz,,
3174,2019,,,,,0,0,0,Fantasy,Romance,,Toru Yamamoto, Ivaylo Brusowski,
3175,1948,,,,,0,0,0,Mystery,,,William Beaudine,,
3176,1932,,,,,0,0,0,Drama,Romance,,Ray Enright,,
3177,1933,,,,245000,0,0,0,Drama,Sport,,William A. Wellman,,
3178,1938,,,,,0,0,1,Comedy,Musical,Romance,Ray Enright,,
3179,1929,,,,,0,0,0,Crime,Drama,Romance,John Francis Dillon,,
3180,1939,,40000,,,0,0,0,Action,Adventure,Comedy,Noel M. Smith,,
3181,2018,,,969131,,0,0,0,Comedy,Crime,,Alessio Maria Federici,,
3182,1930,,,,,0,0,0,Comedy,,,Archie Mayo,,
3183,1934,,,,,0,0,0,Comedy,Family,Mystery,Lloyd Bacon,,
3184,1939,,,,,0,0,0,Drama,,,James Flood,,
3185,1934,,,,,0,0,0,Comedy,Romance,,Monty Banks,,
3186,1926,,,,,0,0,0,Drama,Romance,,Lloyd Bacon,,
3187,1939,,95100,,,0,0,0,Action,Comedy,Drama,William Clemens, Noel M. Smith,
3188,1948,,,,,0,0,0,Drama,Romance,,Delmer Daves,,
3189,1954,,,,,0,0,0,Comedy,,,Giorgio Simonelli,,
3190,1938,,,,,0,0,0,Comedy,,,William C. McGann,,
3191,1935,,,,,0,0,0,Comedy,Romance,,Arthur Greville Collins,,
3192,1961,,,,,0,0,0,Drama,,,Ernest Morris,,
3193,1934,,,,84000,0,0,0,Crime,Mystery,Romance,D. Ross Lederman,,
3194,1961,,,,,0,0,0,Drama,,,Gérard Oury,,
3195,1984,,,,,0,0,1,Drama,,,José Luis Garci,,
3196,1939,,,,,0,0,0,Crime,Drama,,Crane Wilbur,,
3197,1936,,,,,0,0,0,Musical,Comedy,,Ray Enright,,
3198,1931,,,,,0,0,0,Comedy,Musical,Romance,William Dieterle,,
3199,1942,,,,,0,0,0,Drama,Romance,War,D. Ross Lederman,,
3200,1932,,,,,0,0,0,Drama,Romance,,William Dieterle,,
3201,1935,,,,,0,0,0,Crime,Drama,Mystery,Robert Florey,,
3202,1936,,,,,0,0,0,Action,Adventure,Drama,Glenn Tryon,,
3203,1936,,,,,0,0,0,Crime,Drama,Mystery,Nick Grinde,,
3204,1937,,,,,0,0,0,Drama,,,William Clemens,,
3205,1996,,,,,0,0,0,Action,Romance,,Dennis Satin,,
3206,1931,,,,,0,0,0,Crime,Drama,Romance,Rowland V. Lee,,
3207,2016,,,,,0,0,0,Drama,,,Cheng-Chui Kuo,,
3208,2016,,,297796,,0,0,0,Animation,Drama,Fantasy,Takuya Satô,,
3209,1936,,,,,0,0,0,Western,,,Louis King,,
3210,1932,,,,,0,0,0,Comedy,Drama,Music,Lloyd Bacon,,
3211,1923,,236645,,,0,0,0,Romance,Drama,,Sidney Franklin,,
3212,1937,,,,,0,0,0,Crime,Drama,Romance,Frank McDonald,,
3213,2016,,,2479399,,0,0,0,Comedy,,,Vincenzo Salemme,,
3214,2023,,,,,0,0,0,Action,Adventure,Comedy,Dexter Fletcher,,
3215,1980,,58853106,58853106,4500000,4,0,1,Adventure,Drama,Romance,Randal Kleiser,,
3216,2008,21018141,101704370,244232688,60000000,3,0,0,Action,Adventure,Family,Eric Brevig,,
3217,2010,61235105,163214888,493214993,125000000,4,0,0,Action,Adventure,Fantasy,Louis Leterrier,,
3218,1995,23283887,70454098,122195920,18000000,0,0,0,Action,Adventure,Fantasy,Paul W.S. Anderson,,
3219,2004,16100000,52411906,131977904,65000000,0,0,0,Action,Horror,Sci-Fi,David S. Goyer,,
3220,2014,43720472,101200044,359200044,125000000,0,0,0,Action,Adventure,Drama,Darren Aronofsky,,
3221,2006,20125000,54098051,118890272,25000000,0,0,0,Horror,Thriller,,James Wong,,
3222,2002,37162787,126293452,171269535,50000000,5,0,0,Comedy,Romance,,Steven Brill,,
3223,1992,9866120,40693477,40693477,7000000,0,0,0,Comedy,,,Les Mayfield,,
3224,2009,7385277,17010170,27127620,30000000,4,0,0,Horror,Sci-Fi,,Vincenzo Natali,,
3225,1987,5149200,16057580,16057580,25000000,4,0,0,Action,Drama,Sport,Menahem Golan,,
3226,2009,122948,250618,12035862,,0,0,0,Comedy,Drama,Romance,David Mackenzie,,
3227,1986,12653032,49042224,49042224,25000000,0,0,0,Action,Crime,Thriller,George P. Cosmatos,,
3228,2002,13010767,33253609,33526835,10000000,0,0,0,Comedy,Drama,,Marcus Raboy,,
3229,2003,11434964,36105433,50732139,25000000,0,0,0,Comedy,Drama,Family,Dennie Gordon,,
3230,2013,41671198,112200072,362000072,103000000,2,0,0,Comedy,Crime,,Todd Phillips,,
3231,1979,2701898,31755742,92455742,35000000,0,0,1,Action,Comedy,War,Steven Spielberg,,
3232,2009,23004765,55389516,77578320,10000000,0,0,0,Drama,Horror,Mystery,Peter Cornwell,,
3233,1993,783721,2119994,2119994,19000000,0,0,0,Family,Fantasy,Music,Emile Ardolino,,
3234,2006,19150000,39517763,51764406,16000000,0,0,0,Horror,,,Jonathan Liebesman,,
3235,1993,5024976,13609396,13609396,6000000,2,0,0,Crime,Drama,Romance,Alan Shapiro,,
3236,2011,7453944,23186769,39782683,20000000,0,0,0,Adventure,Comedy,Family,Thomas Bezucha,,
3237,2011,13945368,39046489,65100369,35000000,0,0,0,Comedy,Drama,Romance,Luke Greenfield,,
3238,1990,9213631,47410827,47410827,11500000,0,0,0,Action,Crime,Drama,Bruce Malmuth,,
3239,2003,9317371,20991364,68514844,80000000,0,0,0,Animation,Adventure,Comedy,Joe Dante, Eric Goldberg,
3240,2009,15411434,55250026,102366815,37500000,0,0,0,Comedy,Fantasy,Romance,Mark Waters,,
3241,1996,5679046,15315484,15315484,8000000,0,0,0,Fantasy,Horror,,Tom Holland,,
3242,2003,19288438,59694580,141591324,40000000,3,0,0,Horror,Mystery,Thriller,Mathieu Kassovitz,,
3243,1974,,,,,0,0,0,Action,Horror,,Roy Ward Baker, Cheh Chang,
3244,1994,5806515,16094974,30057974,,0,0,0,Action,Adventure,Crime,Roger Donaldson,,
3245,2014,17346427,47615959,161515959,50000000,2,0,0,Action,Adventure,Drama,Steven Quale,,
3246,1985,10675896,55600000,55600000,7600000,0,0,0,Comedy,,,Jerry Paris, James Signorelli,
3247,2011,21237068,64006466,159197038,135000000,3,0,0,Animation,Adventure,Comedy,George Miller, Gary Eck, David Peers
3248,2003,16521468,34712347,56489558,25000000,0,0,0,Action,Crime,Drama,Andrzej Bartkowiak,,
3249,1952,,,,683000,0,0,0,Comedy,Family,Fantasy,Jean Yarbrough,,
3250,2004,7000000,17871255,30031874,32000000,0,0,0,Comedy,Romance,,Peter Howitt,,
3251,2023,,,,,0,0,0,Animation,Action,Sci-Fi,Jeff Wamester,,
3252,2008,15200000,33479698,44004502,55000000,0,0,0,Comedy,Sport,,Kent Alterman,,
3253,1998,5894607,23047939,23261485,4500000,0,0,0,Comedy,Drama,,Ice Cube,,
3254,1991,3770991,15545943,15545943,14000000,0,0,0,Comedy,Fantasy,,Blake Edwards,,
3255,2006,8432465,28142535,55181129,50000000,0,0,0,Animation,Adventure,Comedy,John A. Davis,,
3256,2022,,,,,0,0,0,Drama,,,Joe Lazarov,,
3257,1989,4805516,15942628,15942628,12000000,0,0,0,Action,Crime,Drama,John Irvin,,
3258,2004,4600000,10411980,14867514,15000000,2,0,0,Family,Music,Musical,Sean McNamara,,
3259,2002,10007291,25916319,26306533,15000000,0,0,0,Action,Comedy,Crime,Kevin Bray,,
3260,1996,607081,1055525,1060264,7000000,0,0,0,Horror,Thriller,,Eric Red,,
3261,1991,2246819,7788597,7788597,,0,0,0,Action,Comedy,,William Dear,,
3262,2009,3904047,14246488,19643086,40000000,3,0,0,Adventure,Biography,Drama,Mira Nair,,
3263,2016,10723,1659002,1659002,15000000,0,0,0,Comedy,Drama,Romance,Taylor Hackford,,
3264,1969,,,,,0,0,0,Drama,Fantasy,Horror,Jack Smight,,
3265,2006,13635463,48751189,82751189,50000000,0,0,0,Action,Crime,Thriller,Richard Loncraine,,
3266,2012,,,30640,25000000,0,0,0,Crime,Mystery,Thriller,Morgan O'Neill,,
3267,1996,2308797,5009305,5009305,25000000,0,0,0,Drama,Mystery,Thriller,Phil Joanou,,
3268,1984,3076894,12414210,12414210,6000000,0,0,0,Comedy,Drama,Romance,Charles Shyer,,
3269,2009,,,1094777,,0,0,0,Comedy,Drama,Mystery,Nick Love,,
3270,2003,14811,21589,86061,,0,0,0,Comedy,Romance,Drama,Jane Weinstock,,
3271,2017,,,7050856,,13,0,0,Drama,Mystery,Romance,Ferzan Özpetek,,
3272,2000,8240752,17052128,68411275,16000000,0,0,0,Animation,Action,Adventure,Kunihiko Yuyama,,
3273,1974,,,,500000,0,0,0,Horror,Sci-Fi,,Larry Cohen,,
3274,1984,5027583,17513452,17513452,,0,0,0,Action,Crime,Drama,Roger Young,,
3275,1961,,,,250000,0,0,0,Horror,Thriller,,Julian Roffman,,
3276,1988,265038,540000,540000,,4,0,1,Comedy,Crime,Drama,David Green,,
3277,1989,5037047,18699037,18699037,,0,0,0,Comedy,Crime,Mystery,Bruce Beresford,,
3278,1977,,9300000,9300000,,0,0,0,Drama,Romance,,Sydney Pollack,,
3279,1979,,,,,2,0,0,Drama,Horror,Mystery,Rod Hardy,,
3280,1997,4903529,13602831,14598571,,0,0,0,Comedy,Romance,,Jonathan Lynn,,
3281,2017,,,2077113,,0,0,0,Action,Adventure,Fantasy,Takashi Miike,,
3282,1979,,,,,0,0,0,Action,Adventure,Mystery,Don Sharp,,
3283,2022,,,,,0,0,0,Comedy,Drama,Family,Julia Hart,,
3284,1956,,1500000,,,0,0,0,Drama,Romance,Western,Stuart Heisler,,
3285,1986,256581,4743287,4743287,10000000,0,0,0,Drama,Romance,,Jack Fisk,,
3286,1991,3360277,11276846,11276846,4000000,0,0,0,Action,Crime,Drama,Heywood Gould,,
3287,1989,1832536,4795009,4795009,,0,0,0,Drama,Romance,,Alan J. Pakula,,
3288,2015,,,11438207,,0,0,0,Comedy,,,Nacho G. Velilla,,
3289,1970,,,,1500000,0,0,0,Drama,Sci-Fi,,Cornel Wilde,,
3290,1943,,20831178,,,2,1,1,Musical,,,Michael Curtiz,,
3291,2008,83755,602992,7553160,,0,0,0,Comedy,Drama,,Anne Fontaine,,
3292,1987,,1730337,1730337,,2,0,0,Crime,Drama,Mystery,Fred Walton,,
3293,1959,,,,240000,0,0,0,Action,Horror,Romance,Irvin S. Yeaworth Jr.,,
3294,1992,1350939,2791515,2791515,18000000,0,0,0,Action,Adventure,Romance,Peter Yates,,
3295,2019,,,823170,,0,0,0,Adventure,Comedy,Crime,Robert Thalheim,,
3296,1991,144341,612781,612781,,0,0,0,Comedy,Drama,,Steve Rash,,
3297,2010,,,,,0,0,0,Comedy,Romance,,Daryn Tufts,,
3298,2016,,,9193243,13000000,0,0,0,Comedy,Crime,,Wolfgang Petersen,,
3299,1984,234438,1059966,1059966,6300000,0,0,0,Drama,Mystery,Thriller,James Bridges,,
3300,2011,,,3866902,,0,0,0,Comedy,,,Safak Sezer,,
3301,1996,967956,2104439,2104439,13000000,0,0,0,Comedy,Crime,Drama,Paul Mazursky,,
3302,1967,,,,,0,0,0,Horror,,,David Greene,,
3303,1977,,,,2000000,0,0,0,Adventure,Horror,Thriller,Robert Clouse,,
3304,1983,,,,,0,0,0,Comedy,,,Jerry Lewis,,
3305,1973,18000,95826,130327,20000,0,0,0,Documentary,Biography,Drama,Jack Hazan,,
3306,2014,,,630787,,0,0,0,Action,Crime,Drama,Fabrice du Welz,,
